100,"['SilverUkiyo', 'Volibear', 100]","['Reptile0', 'Olaf', 100]","['El Juguito', 'Katarina', 100]","['freedonNove', 'Kaisa', 100]","['ShannuSri', 'Senna', 100]","['little swayne', 'Quinn', 200]","['Felix Svyatoy', 'FiddleSticks', 200]","['Billy Hatcher', 'Diana', 200]","['LessLies', 'Jhin', 200]","['NovaXaylos', 'Sejuani', 200]"
100,"['Ninoby', 'Sett', 100]","['SnowKillaKing', 'Volibear', 100]","['Reƒi', 'Lillia', 100]","['Wiyse', 'Draven', 100]","['Devium', 'Pyke', 100]","['ttvCJQuests', 'MonkeyKing', 200]","['MonkeyBizness420', 'JarvanIV', 200]","['SaltyBiscuits', 'Azir', 200]","['MemesTM', 'Kaisa', 200]","['AtlasBravo420', 'Seraphine', 200]"
200,"['BlockednMuted', 'Vladimir', 100]","['Pervy Ságé', 'Sion', 100]","['VuIturé', 'Ahri', 100]","['MourningWoodSama', 'Varus', 100]","['MourningWoodCasi', 'Nautilus', 100]","['NamiMilkers', 'Camille', 200]","['shawntheweirdkid', 'Olaf', 200]","['batuty', 'Taliyah', 200]","['DatGuyIsWashed', 'Ezreal', 200]","['edsmit13', 'Brand', 200]"
200,"['NukeYuuk', 'MonkeyKing', 100]","['Cool Cat Cory', 'Rengar', 100]","['AddictedBird', 'Gangplank', 100]","['Astreze', 'Ezreal', 100]","['Prysmatik', 'Senna', 100]","['FlipMove', 'Akshan', 200]","['Québec Diff', 'Vi', 200]","['Nummylols', 'Neeko', 200]","['Shigemoto', 'Jinx', 200]","['T1 SUKA', 'Twitch', 200]"
200,"['Moji Sol', 'Teemo', 100]","['WeegeeIsMe', 'Lillia', 100]","['Stimcheck', 'Azir', 100]","['dibzx', 'Samira', 100]","['dCGColts', 'Kennen', 100]","['EyeeSaak', 'Fiora', 200]","['llsilverll', 'Diana', 200]","['AxelAFE', 'Akshan', 200]","['SuddenGenie', 'MissFortune', 200]","['Zødiax', 'Volibear', 200]"
100,"['Kryeger', 'Mordekaiser', 100]","['Pool Party Zach', 'Shyvana', 100]","['Timmy Mctrappin', 'Sett', 100]","['Im Dusty', 'Ezreal', 100]","['Hey Błinkin', 'Janna', 100]","['Dirtydangus', 'Singed', 200]","['Nox1714', 'Twitch', 200]","['Harding19k', 'Veigar', 200]","['Slïnky', 'Jinx', 200]","['CatastrophiX', 'Senna', 200]"
200,"['AFireSpit', 'DrMundo', 100]","['BROSEF STALlN', 'Shaco', 100]","['la beeblioteca', 'Lux', 100]","['CHADIMlR PUTIN ', 'Lucian', 100]","['Cakestial', 'Lulu', 100]","['Shaqlord69', 'Darius', 200]","['SwagGuy', 'MonkeyKing', 200]","['CuumSock', 'Azir', 200]","['SwagLad', 'Zeri', 200]","['Mraize', 'Swain', 200]"
100,"['5trawHatFluFFY', 'Fiora', 100]","['Kènzo', 'FiddleSticks', 100]","['Lord Veigod', 'Lucian', 100]","['namipapi', 'Jhin', 100]","['FoulBeast ', 'Pyke', 100]","['Aerıth', 'Kayle', 200]","['bomk', 'Talon', 200]","['Ra From Smite', 'Vex', 200]","['pkmonxd', 'Ezreal', 200]","['NP102', 'Nautilus', 200]"
200,"['joiopo', 'Sett', 100]","['Blanshx', 'Lillia', 100]","['quentopia', 'Lux', 100]","['Jack Diesel', 'Sion', 100]","['King Pepper', 'Senna', 100]","['SoSoji', 'Viego', 200]","['wujinlee', 'Evelynn', 200]","['Greynen', 'Fizz', 200]","['SpookyGodzilla', 'Ashe', 200]","['Defog', 'Renata', 200]"
200,"['Big Black Bear', 'Ryze', 100]","['Atwyr', 'Rengar', 100]","['zlibbard', 'Talon', 100]","['Arconicc', 'Ezreal', 100]","['xFish', 'Yuumi', 100]","['ffourteen', 'Olaf', 200]","['Z0DIAC8818', 'XinZhao', 200]","['nuciferaa', 'Akali', 200]","['tonykiler', 'Jhin', 200]","['Nargitto', 'Malzahar', 200]"
100,"['coquin0', 'Aatrox', 100]","['pichu7223', 'MasterYi', 100]","['Soohun', 'Twitch', 100]","['Blazer JROG', 'Caitlyn', 100]","['Jódi', 'Janna', 100]","['mumulll', 'Alistar', 200]","['ZMH666', 'Galio', 200]","['AFK Sylvester', 'Corki', 200]","['DontGankMePlease', 'Kaisa', 200]","['Danger Wildman', 'Zilean', 200]"
200,"['Lacxx', 'Cassiopeia', 100]","['Dragonfable84', 'Taliyah', 100]","['hampenguin', 'Viktor', 100]","['ChubsBunneh', 'Varus', 100]","['Esuh', 'Bard', 100]","['monkey taking W', 'MonkeyKing', 200]","['Jurvonny', 'Rammus', 200]","['Dark Stallion', 'Gangplank', 200]","['T78', 'Veigar', 200]","['Yui Amante', 'Yuumi', 200]"
100,"['SoSoji', 'Garen', 100]","['WarSongBattle', 'Diana', 100]","['Davepoggers', 'Katarina', 100]","['Slayer of Plebs', 'Vladimir', 100]","['Goofy Chungus', 'Darius', 100]","['Banmeonetime', 'Fiora', 200]","['heyhowarya', 'Twitch', 200]","['AluxAlex', 'Azir', 200]","['duckface1', 'Gangplank', 200]","['PhatButWhole', 'Morgana', 200]"
100,"['Locklin', 'Renekton', 100]","['robs', 'Shaco', 100]","['Dªp', 'Irelia', 100]","['Ausholys', 'Twitch', 100]","['Foev', 'Zilean', 100]","['I caught you', 'TahmKench', 200]","['Xsi', 'Nocturne', 200]","['AimmortalO', 'Morgana', 200]","['MyBallZachErtz', 'Ezreal', 200]","['StannDarshh', 'Orianna', 200]"
200,"['ADDITI0NAL PYL0N', 'Veigar', 100]","['Decapitor98', 'Amumu', 100]","['Xtourimalarl', 'Samira', 100]","['shoboxpinkerton', 'Aatrox', 100]","['Matt Mercer', 'Senna', 100]","['jax is cute', 'Vladimir', 200]","['Katsumøto', 'LeeSin', 200]","['YasuoFish', 'Yasuo', 200]","['Virjhinity', 'Ezreal', 200]","['Sedrazo', 'Rell', 200]"
100,"['Lúcky 7', 'Fiora', 100]","['Cuddly Bear74', 'Talon', 100]","['Spooky Bus', 'Corki', 100]","['SoldierOfStars', 'Twitch', 100]","['AzraelThePhantom', 'Janna', 100]","['pansexual imp', 'Lillia', 200]","['QueephDooPhart', 'Pyke', 200]","['GrompFhucker', 'Swain', 200]","['yxyy', 'Zeri', 200]","['bdean201', 'Pantheon', 200]"
200,"['Fail Flash Riven', 'Yorick', 100]","['Ramsay', 'Nidalee', 100]","['YourLocalAsian', 'Xerath', 100]","['Tógna Bologna', 'Samira', 100]","['OG Chocolat', 'Leona', 100]","['powerbutton2', 'Mordekaiser', 200]","['MORBIN MALE', 'Shaco', 200]","['NarwhalWhisperer', 'Swain', 200]","['Cresc3nt', 'Jhin', 200]","['BudgetFrozone', 'Thresh', 200]"
200,"['Darkacr', 'Sion', 100]","['IamHieneline', 'Rengar', 100]","['S1lverSun', 'Xerath', 100]","['Eckert', 'Samira', 100]","['Atfeh', 'Taric', 100]","['Crypticdarklight', 'Ornn', 200]","['JobeFPS', 'FiddleSticks', 200]","['NikPod', 'Viktor', 200]","['newtsponge', 'Jhin', 200]","['Alumyn', 'Lux', 200]"
100,"['ArbuckleDreen', 'Sett', 100]","['Jajum', 'Warwick', 100]","['imcoltang', 'Veigar', 100]","['Tylahanity', 'Caitlyn', 100]","['shizuka tanpopo', 'Sona', 100]","['Moltres Sucks', 'Yone', 200]","['jimbaghetti', 'Poppy', 200]","['doyun9974', 'Jhin', 200]","['RandomKillzzz', 'Malzahar', 200]","['xArthikx', 'Teemo', 200]"
100,"['Samyo', 'Nasus', 100]","['Biko', 'LeeSin', 100]","['puzi', 'Akali', 100]","['LigandsNeverDie', 'Twitch', 100]","['Loopy', 'Lulu', 100]","['TangYa0', 'Kayle', 200]","['MicKsan', 'Graves', 200]","['UptoLeah', 'Leblanc', 200]","['back air', 'Caitlyn', 200]","['jeven', 'Nautilus', 200]"
200,"['BlackIronTarkus', 'Shyvana', 100]","['milkreed', 'Graves', 100]","['XxCringeXLordxX', 'Veigar', 100]","['finalmente', 'Jhin', 100]","['gotta go strats', 'Taric', 100]","['VirtualArctic1', 'Shen', 200]","['Sckr1m', 'Volibear', 200]","['ur reported', 'Xerath', 200]","['IsuzeAwase', 'Ashe', 200]","['Obama Gaming', 'Leona', 200]"
200,"['Benny2737', 'Irelia', 100]","['Steal Smite', 'Graves', 100]","['Yumbo02', 'Ahri', 100]","['BroeTayToeFryes', 'Brand', 100]","['Dumpringz', 'Lucian', 100]","['Teews43210', 'Olaf', 200]","['NP102', 'JarvanIV', 200]","['FlareFlash', 'Syndra', 200]","['pkmonxd', 'Ezreal', 200]","['Käle', 'Braum', 200]"
100,"['Lupe9397', 'Volibear', 100]","['Logan Richards', 'Rengar', 100]","['GwenScissorMe', 'Ekko', 100]","['JAZBEAST', 'Vayne', 100]","['Jedi Knîght', 'Braum', 100]","['DCMT King Ghost ', 'Renekton', 200]","['DCMT Sun Edge', 'LeeSin', 200]","['Gamerx2310king', 'Anivia', 200]","['DCMT Vogel', 'Aphelios', 200]","['DCMT Protecto', 'Senna', 200]"
200,"['N64Hairline', 'Mordekaiser', 100]","['IdiosyncraticAsa', 'Shyvana', 100]","['imbrokejesus', 'Vi', 100]","['TukTheWise', 'KogMaw', 100]","['HookTheWise', 'Nautilus', 100]","['HyTempo', 'Ornn', 200]","['Cez003', 'Warwick', 200]","['Min JiU', 'Viktor', 200]","['ESPN', 'Vayne', 200]","['meatm0ld', 'Swain', 200]"
200,"['Nossferatu', 'Mordekaiser', 100]","['teethoven', 'Warwick', 100]","['ASIAN ROBOT', 'Swain', 100]","['xJuShiJuShou', 'Tristana', 100]","['JuanTestTickles', 'Taliyah', 100]","['Kevin Au', 'Lillia', 200]","['RM From BTS', 'Viego', 200]","['Cool Sex Falcon', 'Velkoz', 200]","['LesbianAstronaut', 'MissFortune', 200]","['TRIBAL II', 'Renata', 200]"
100,"['Sp3rmaTron', 'Gwen', 100]","['Arcaprandii', 'Viego', 100]","['Creaatxr', 'Brand', 100]","['AnUpsetCrayon', 'Jinx', 100]","['LooSeThEGame', 'Pyke', 100]","['Tadisbad', 'Taric', 200]","['AqauticFlame', 'Rengar', 200]","['aarnts', 'Singed', 200]","['blendix', 'Tristana', 200]","['iAFK360', 'Leona', 200]"
200,"['ryisbetter', 'Gangplank', 100]","['tonykiler', 'Graves', 100]","['Harúka', 'Kayle', 100]","['lildevil2k1', 'Zeri', 100]","['CatastrophiX', 'Sona', 100]","['bumkowave', 'Akali', 200]","['Competitive Sex', 'Kayn', 200]","['Vanman1717', 'Sylas', 200]","['SubmissiveHealer', 'Jhin', 200]","['Milk Me daddyOwO', 'Senna', 200]"
100,"['Thaison', 'Trundle', 100]","['Rowdney', 'Kayn', 100]","['Cade Cunningham', 'Heimerdinger', 100]","['Alpha Penguin', 'Ezreal', 100]","['SpiderDan22', 'Karma', 100]","['High Man', 'Riven', 200]","['xLeagueofShadows', 'Olaf', 200]","['GHoSTof MUFaSA', 'Ahri', 200]","['Neoception', 'Swain', 200]","['tri warrior', 'Taliyah', 200]"
200,"['Knıghtmare', 'Viego', 100]","['caviartasty', 'Nocturne', 100]","['Art0sorry', 'Swain', 100]","['Gnarly Gremlin', 'MissFortune', 100]","['joy smile yay', 'JarvanIV', 100]","['Šcott', 'Riven', 200]","['fizzonmyjaycepls', 'Volibear', 200]","['attackLLAMAS', 'Akali', 200]","['ChuckyFinnster', 'Jinx', 200]","['Kdíddy', 'Brand', 200]"
200,"['RealSpectre48', 'Swain', 100]","['RyanRambo', 'Viego', 100]","['TrashName69', 'Lux', 100]","['StoostRX', 'Samira', 100]","['Davide', 'Janna', 100]","['lilcoho', 'Irelia', 200]","['cryqb', 'Kindred', 200]","['lukexgod', 'Yasuo', 200]","['Persi777', 'Zeri', 200]","['ThePenandPaper', 'Taliyah', 200]"
200,"['baustin25', 'TahmKench', 100]","['XXXNOTLORDREAPER', 'Camille', 100]","['GeminiAlhenaTTv', 'Soraka', 100]","['Xilas', 'Ezreal', 100]","['Polonium24', 'Leona', 100]","['Kasp1k3y', 'Rumble', 200]","['Kaboomeow', 'Mordekaiser', 200]","['Youraging', 'Akshan', 200]","['ssshacoo', 'Heimerdinger', 200]","['TheNunPrstitute', 'Taric', 200]"
200,"['Demoroll', 'Gwen', 100]","['ColdyLockes', 'MonkeyKing', 100]","['BallOBoy', 'Lissandra', 100]","['NaughtyKitty808', 'Jhin', 100]","['Tenko Yabai', 'Renata', 100]","['mishjudge', 'Camille', 200]","['Infinilix', 'Ekko', 200]","['Arkosine', 'Taliyah', 200]","['llilillliiili', 'Ezreal', 200]","['Essquire', 'Senna', 200]"
200,"['GVargas', 'Riven', 100]","['ImDatMexican', 'Volibear', 100]","['TheSpoodster', 'Akshan', 100]","['EnigmaCor', 'KogMaw', 100]","['Endellian', 'Ahri', 100]","['kipp3t', 'Sett', 200]","['JOTARO KUJ0', 'Udyr', 200]","['Spartan888888', 'Viktor', 200]","['Sailor Chaos', 'Morgana', 200]","['Rynaz34', 'Nautilus', 200]"
200,"['SinChords', 'Fiora', 100]","['S1lverSun', 'Hecarim', 100]","['TheSpoodster', 'Yorick', 100]","['Eckert', 'Lucian', 100]","['Atfeh', 'Leona', 100]","['handsoapI', 'Vayne', 200]","['LuNarWolf0752', 'Lillia', 200]","['KDA4LIFE', 'Yasuo', 200]","['Devaricate', 'Ezreal', 200]","['Käle', 'Braum', 200]"
100,"['BluntManXx303xX', 'Tryndamere', 100]","['Swettylove', 'Graves', 100]","['bzjester', 'Viktor', 100]","['Ramsay', 'Ezreal', 100]","['ImaSaltyBoi', 'Karma', 100]","['TDSpectre', 'Darius', 200]","['DuleWick', 'Warwick', 200]","['Deep Fried Oreos', 'Lux', 200]","['SniffTheKids', 'Akshan', 200]","['autof1ll Sup', 'Senna', 200]"
200,"['Cotton Gatherer', 'Lillia', 100]","['wearing tail btw', 'Vi', 100]","['MadManEH', 'Yasuo', 100]","['Å Thousand cuts', 'Aphelios', 100]","['Suicdedragon', 'Swain', 100]","['Destruct1', 'Mordekaiser', 200]","['Lord Veigod', 'RekSai', 200]","['Iron Imperator', 'Lux', 200]","['ShhBott', 'Ashe', 200]","['this bot is dog', 'Senna', 200]"
200,"['angrypickler', 'Rumble', 100]","['DOMinator8112', 'Rengar', 100]","['Arr0w', 'Yone', 100]","['HowDoIFarm', 'Jhin', 100]","['zuwala', 'Senna', 100]","['UMNtiezhu', 'MonkeyKing', 200]","['LIKE A B0SS', 'Udyr', 200]","['LazyE1337', 'AurelionSol', 200]","['Dou Sha Bao', 'Lucian', 200]","['B0 1u0 Ba0', 'Nami', 200]"
100,"['LILHURRICANE', 'Darius', 100]","['EliFrost', 'Viego', 100]","['Ján', 'Zed', 100]","['SketchySteve', 'Xayah', 100]","['Péngüin', 'Rakan', 100]","['MrDodgy', 'Lulu', 200]","['willsnipeforrice', 'XinZhao', 200]","['Captain Volibeár', 'Zilean', 200]","['Stoaix', 'Zeri', 200]","['Mowomoo', 'Yuumi', 200]"
100,"['Mediocre Marie', 'Kaisa', 100]","['AbsorbingKiller', 'Renata', 100]","['Dtrytts', 'Malzahar', 100]","['5trawHatFluFFY', 'MonkeyKing', 100]","['FoulBeast ', 'Fiora', 100]","['Divine Ethos', 'Swain', 200]","['Fleurist', 'Leona', 200]","['koolasian', 'Samira', 200]","['slane castle', 'Kassadin', 200]","['Recneps42', 'Diana', 200]"
100,"['weatheringlotus', 'Nasus', 100]","['çRaçkED', 'TahmKench', 100]","['DotDodgers', 'Kassadin', 100]","['Aleron Diamante', 'MissFortune', 100]","['Nobody69s', 'Malphite', 100]","['Digital Frait', 'Irelia', 200]","['AirRapidz1', 'Gangplank', 200]","['joedakwhite', 'Jinx', 200]","['itzferg', 'Veigar', 200]","['bleepbloops', 'Nami', 200]"
200,"['Ropevines', 'Darius', 100]","['immrkillmyself', 'Taliyah', 100]","['Cuckuistador', 'Veigar', 100]","['Denjì', 'Twitch', 100]","['Fayfe', 'Yuumi', 100]","['thewestword360', 'Nasus', 200]","['TheBestNeo', 'Kindred', 200]","['Raíden', 'Akali', 200]","['samirai', 'Jhin', 200]","['Ra From Smite', 'Xerath', 200]"
100,"['AkinArtifact', 'Jax', 100]","['Cool Cat Cory', 'Rengar', 100]","['Setts Husband', 'Lillia', 100]","['Astreze', 'Vayne', 100]","['El Fiddy', 'Renata', 100]","['T1 SUKA', 'Gnar', 200]","['Québec Diff', 'Volibear', 200]","['FlipMove', 'Sion', 200]","['wackyfireball', 'Xayah', 200]","['Giblert', 'Thresh', 200]"
200,"['FriskyTemper', 'Olaf', 100]","['DingusMcnigus', 'MonkeyKing', 100]","['Drey', 'Taliyah', 100]","['RedFury9', 'Jinx', 100]","['Anomalist', 'Thresh', 100]","['Red Over Team', 'Gangplank', 200]","['eMtion Wabi', 'Kayn', 200]","['eMtion bleach', 'Lux', 200]","['MidniteMoon', 'Aphelios', 200]","['eMtion Chaos', 'Sona', 200]"
200,"['Crab Strangler', 'TahmKench', 100]","['HamburgerFarts', 'Poppy', 100]","['Lonely Alley', 'TwistedFate', 100]","['littlecheese55', 'Swain', 100]","['SevenPDX', 'Sion', 100]","['Firing At Will', 'Malphite', 200]","['Nan0', 'Diana', 200]","['ToxicTurtle100', 'Yasuo', 200]","['Odyn', 'Kaisa', 200]","['Pyke Terrorlst', 'Rell', 200]"
100,"['OwenPepega', 'Ornn', 100]","['Djrocks562', 'Shyvana', 100]","['PragmaticShadow', 'Veigar', 100]","['ShedoWalrus', 'Caitlyn', 100]","['McCallalalala', 'Soraka', 100]","['Cyril Ver', 'Ezreal', 200]","['RemnantsOfValor', 'Olaf', 200]","['AncientPoseidon', 'Vex', 200]","['SoyBino', 'Warwick', 200]","['Kalien537', 'Renata', 200]"
200,"['Pretty Swell Guy', 'Darius', 100]","['JonneeG', 'Sejuani', 100]","['MaccoMakko', 'Samira', 100]","['CluelessCatz', 'Twitch', 100]","['Potholesphincter', 'Vex', 100]","['dunkbaron', 'Olaf', 200]","['RectumZest', 'MonkeyKing', 200]","['Desperate Otter', 'Orianna', 200]","['Truffinator', 'Kaisa', 200]","['Puertoricanizer', 'Zyra', 200]"
100,"['Dzu', 'Riven', 100]","['Sneedsman', 'Jhin', 100]","['1lIl1lIl1lIl1', 'Taliyah', 100]","['I L0VE FEMBOYS', 'Xayah', 100]","['Bagels Irelia', 'Rakan', 100]","['monkeyjustu', 'Yasuo', 200]","['I suk 123 abc', 'MonkeyKing', 200]","['tttrends', 'Yone', 200]","['HanSoloooooooooo', 'Jinx', 200]","['ThatYeeMan', 'Lulu', 200]"
200,"['Diet Olive', 'Soraka', 100]","['ImGettingGapped', 'Volibear', 100]","['KeithfromFedex', 'Morgana', 100]","['ClassicLikeCoke', 'Lucian', 100]","['Beerleague1', 'Senna', 100]","['Nekò', 'Teemo', 200]","['ME NOOB BTW', 'Tryndamere', 200]","['Qwarker', 'Lux', 200]","['freedonNove', 'Vayne', 200]","['ShannuSri', 'Malphite', 200]"
200,"['DanielH', 'Xayah', 100]","['JETTER JG WINS', 'Graves', 100]","['Shiraharu', 'Katarina', 100]","['muji 05mm pen', 'Caitlyn', 100]","['Heh See Ya Guy', 'Brand', 100]","['Dogcatmaster', 'Quinn', 200]","['Clapper5K', 'MasterYi', 200]","['DA POLICY', 'Corki', 200]","['namipapi', 'Jhin', 200]","['Drakenl', 'Senna', 200]"
100,"['Xanga', 'Nasus', 100]","['Sirchristopherr', 'Nocturne', 100]","['Meek Rabbit', 'Ahri', 100]","['MachoPigo', 'Jhin', 100]","['iiCons', 'Brand', 100]","['LongSwordMasterr', 'Illaoi', 200]","['About 25 Snakes', 'Diana', 200]","['naPALM jockey', 'Akshan', 200]","['Axêl', 'Twitch', 200]","['ItsUmbreon', 'Swain', 200]"
